location_id,name
1,등록금
1,문화
1,복지
1,소통
2,교육
2,등록금
2,문화
2,복지
2,소통
2,예산
3,교육
3,등록금
3,문화
3,복지
3,소통
3,예산
4,교육
4,등록금
4,복지
4,소통
5,교육
5,등록금
5,문화
5,복지
5,소통
5,학생자치
6,교육
6,문화
6,복지
6,소통
7,교육
7,등록금
7,문화
7,복지
7,소통
7,수강신청
8,복지
9,복지
10,교육
10,기숙사
10,등록금
10,문화
10,복지
10,소통
11,교육
11,기숙사
11,문화
11,복지
11,소통
12,교육
12,기숙사
12,문화
12,복지
12,소통
